,VB,VBG,VBD,RBR,VBN,VBP,JJ,IN,genre,VBZ,DT,CD,MD,RP,NN,TO,UH,RB,NNP,NNS,PRP,WRB,PRP$,WDT,WP,CC,JJR,FW,PDT,NNPS,JJS,$,WP$,EX,RBS,POS
882,6.0,2.0,7.0,,2.0,14.0,12.0,6.0,4,3.0,1.0,3.0,1.0,1.0,33.0,,,8.0,13.0,6.0,15.0,,2.0,,,2.0,,1.0,,,,,,,,
883,8.0,11.0,11.0,,3.0,9.0,17.0,5.0,4,4.0,1.0,4.0,3.0,2.0,30.0,2.0,,7.0,27.0,8.0,15.0,,1.0,,,6.0,,,,1.0,,,,,,
884,15.0,8.0,9.0,,3.0,22.0,32.0,8.0,4,2.0,,2.0,,1.0,43.0,7.0,,15.0,36.0,3.0,24.0,2.0,2.0,,,2.0,,,,,,,,,,
885,4.0,6.0,19.0,,20.0,30.0,20.0,17.0,4,,1.0,2.0,2.0,,57.0,1.0,,20.0,53.0,15.0,40.0,,,,,6.0,,,,,,,,,,
886,21.0,,6.0,,4.0,35.0,22.0,10.0,4,1.0,,2.0,4.0,,48.0,12.0,,23.0,29.0,10.0,31.0,1.0,3.0,,,2.0,,,,,,,,,,
887,8.0,11.0,17.0,,5.0,19.0,33.0,3.0,4,2.0,,4.0,5.0,1.0,72.0,,,11.0,46.0,10.0,34.0,4.0,1.0,,,11.0,,,,,,,,,,
888,15.0,7.0,16.0,,7.0,22.0,13.0,4.0,4,,3.0,3.0,7.0,,26.0,7.0,,11.0,8.0,2.0,46.0,,,,,15.0,,,,,,,,,,
889,16.0,6.0,21.0,,3.0,19.0,25.0,8.0,4,1.0,6.0,2.0,10.0,,33.0,1.0,,24.0,26.0,3.0,31.0,,,1.0,3.0,,,1.0,,,,,,,,
890,5.0,3.0,42.0,,16.0,24.0,18.0,9.0,4,1.0,1.0,13.0,1.0,5.0,75.0,,,10.0,58.0,10.0,50.0,1.0,,1.0,,,3.0,,,,3.0,,,,,
891,8.0,11.0,11.0,,3.0,9.0,17.0,4.0,4,4.0,1.0,4.0,3.0,2.0,29.0,2.0,,7.0,24.0,8.0,15.0,,1.0,,,6.0,,,,1.0,,,,,,
892,27.0,4.0,6.0,,,2.0,14.0,6.0,4,,2.0,,2.0,,70.0,25.0,5.0,13.0,43.0,2.0,3.0,,,8.0,,,,,,,,,,,,
893,12.0,2.0,4.0,,6.0,32.0,21.0,7.0,4,2.0,,,3.0,1.0,45.0,,1.0,22.0,18.0,11.0,24.0,,1.0,1.0,6.0,2.0,1.0,,,,,,,,,
894,22.0,6.0,23.0,,1.0,20.0,45.0,8.0,4,4.0,6.0,6.0,2.0,7.0,69.0,,,15.0,51.0,21.0,15.0,1.0,,,,3.0,,1.0,,,1.0,,,,,
895,9.0,,17.0,,1.0,42.0,26.0,6.0,4,3.0,7.0,2.0,,,54.0,,4.0,3.0,45.0,14.0,24.0,,1.0,,2.0,1.0,,,,,,,,,,
896,6.0,7.0,36.0,,4.0,40.0,40.0,25.0,4,2.0,8.0,20.0,1.0,4.0,111.0,,,32.0,107.0,20.0,41.0,1.0,3.0,,,4.0,,1.0,,,,,,,,
897,19.0,17.0,40.0,,9.0,55.0,74.0,28.0,4,12.0,5.0,5.0,4.0,,168.0,,,25.0,149.0,39.0,52.0,2.0,3.0,,3.0,16.0,1.0,1.0,,,,,,,,
898,18.0,22.0,16.0,2.0,9.0,32.0,41.0,10.0,4,,8.0,10.0,7.0,3.0,100.0,1.0,,20.0,68.0,23.0,44.0,1.0,4.0,,,8.0,2.0,1.0,,,,,,,,
899,10.0,21.0,25.0,,2.0,33.0,30.0,14.0,4,3.0,,6.0,2.0,,89.0,,,17.0,56.0,30.0,54.0,,1.0,,1.0,1.0,1.0,,,1.0,1.0,1.0,,,,
900,13.0,9.0,30.0,,10.0,23.0,26.0,20.0,4,1.0,9.0,1.0,3.0,3.0,58.0,2.0,,24.0,82.0,23.0,30.0,,1.0,,1.0,6.0,,,,,1.0,,,,,
901,6.0,4.0,17.0,,2.0,46.0,38.0,16.0,4,2.0,5.0,6.0,,3.0,77.0,1.0,1.0,9.0,40.0,10.0,47.0,2.0,1.0,,,4.0,,,,2.0,,,,,,
902,10.0,1.0,26.0,,2.0,22.0,44.0,22.0,4,8.0,2.0,11.0,,2.0,78.0,,,23.0,59.0,15.0,40.0,,7.0,,,2.0,1.0,,,,2.0,,,,,
903,18.0,2.0,24.0,,1.0,40.0,53.0,12.0,4,4.0,5.0,2.0,,1.0,77.0,,,35.0,31.0,4.0,52.0,4.0,1.0,1.0,,13.0,,,,2.0,2.0,,,1.0,,
904,8.0,18.0,19.0,1.0,8.0,50.0,34.0,16.0,4,1.0,8.0,3.0,1.0,5.0,70.0,,,17.0,32.0,26.0,42.0,,6.0,,,1.0,,,,,,,,,,
905,7.0,11.0,8.0,,4.0,23.0,33.0,11.0,4,1.0,6.0,2.0,2.0,2.0,50.0,,,22.0,75.0,11.0,22.0,1.0,3.0,1.0,2.0,7.0,,,,1.0,,,,,,
906,33.0,10.0,23.0,,6.0,45.0,56.0,20.0,4,2.0,6.0,10.0,6.0,1.0,76.0,,,32.0,87.0,13.0,87.0,5.0,6.0,,1.0,11.0,11.0,1.0,,2.0,2.0,,,,,
907,11.0,5.0,8.0,,8.0,27.0,14.0,15.0,4,9.0,1.0,9.0,,,70.0,1.0,,21.0,28.0,7.0,34.0,2.0,,,,3.0,2.0,,,,,,,,,
908,12.0,12.0,19.0,3.0,6.0,26.0,32.0,14.0,4,9.0,2.0,4.0,2.0,,56.0,,,22.0,46.0,26.0,25.0,1.0,6.0,,,8.0,1.0,,,,,,,,,
909,12.0,10.0,18.0,,2.0,33.0,30.0,12.0,4,5.0,3.0,13.0,4.0,,65.0,3.0,,20.0,47.0,26.0,36.0,,3.0,,,3.0,2.0,,,,,,,,,
910,10.0,1.0,15.0,,9.0,41.0,41.0,24.0,4,13.0,5.0,7.0,2.0,4.0,67.0,,,20.0,49.0,24.0,34.0,1.0,7.0,,7.0,8.0,2.0,5.0,,1.0,,,,,,
911,14.0,13.0,7.0,,3.0,23.0,18.0,2.0,4,5.0,,,2.0,3.0,45.0,,3.0,8.0,21.0,15.0,14.0,,1.0,,1.0,9.0,,,,,,,,,,
912,22.0,4.0,16.0,,21.0,32.0,25.0,12.0,4,4.0,1.0,11.0,6.0,1.0,61.0,3.0,,23.0,70.0,9.0,45.0,1.0,1.0,,,3.0,2.0,,,,,,,,,
913,15.0,2.0,23.0,1.0,8.0,36.0,47.0,21.0,4,8.0,4.0,8.0,2.0,1.0,119.0,1.0,,25.0,71.0,19.0,43.0,,5.0,,,7.0,1.0,3.0,,1.0,3.0,,,,,
914,14.0,2.0,13.0,,4.0,51.0,47.0,10.0,4,6.0,1.0,12.0,3.0,1.0,75.0,2.0,10.0,22.0,78.0,26.0,28.0,4.0,3.0,,,7.0,,1.0,,2.0,,1.0,,,,
915,4.0,16.0,,,1.0,15.0,9.0,4.0,4,11.0,,4.0,,1.0,16.0,,,21.0,30.0,5.0,24.0,,12.0,1.0,,,,,,,,,,,,
916,13.0,19.0,8.0,2.0,2.0,44.0,22.0,16.0,4,3.0,3.0,8.0,2.0,1.0,61.0,2.0,,11.0,51.0,11.0,36.0,1.0,1.0,,,4.0,1.0,,,,,,,,,
917,12.0,,12.0,,2.0,20.0,20.0,13.0,4,4.0,1.0,5.0,6.0,1.0,39.0,,,29.0,50.0,9.0,36.0,2.0,1.0,,,1.0,,1.0,,,,,,,,
918,11.0,5.0,10.0,1.0,4.0,44.0,26.0,12.0,4,2.0,,5.0,3.0,,62.0,4.0,,9.0,62.0,11.0,30.0,1.0,,,,7.0,,1.0,,,,,,,,
919,13.0,6.0,38.0,1.0,1.0,65.0,46.0,13.0,4,9.0,3.0,8.0,3.0,14.0,70.0,1.0,,22.0,91.0,16.0,63.0,1.0,,1.0,1.0,1.0,,,,,3.0,,,,,
920,16.0,7.0,24.0,,3.0,40.0,32.0,38.0,4,10.0,6.0,6.0,1.0,2.0,95.0,1.0,,13.0,77.0,18.0,50.0,1.0,1.0,,,1.0,4.0,1.0,,,,1.0,,,,
921,8.0,6.0,16.0,,6.0,24.0,21.0,12.0,4,4.0,6.0,7.0,1.0,,68.0,1.0,,16.0,36.0,8.0,27.0,,1.0,,,4.0,,6.0,,1.0,1.0,,,,,
922,18.0,4.0,10.0,,7.0,42.0,51.0,11.0,4,5.0,,3.0,1.0,,76.0,,,9.0,61.0,13.0,47.0,,,,,6.0,,1.0,,,,,,,,
923,8.0,,1.0,,,11.0,2.0,2.0,4,,,,,,9.0,,,,13.0,2.0,11.0,,,,,1.0,,,,,,,,,,
924,8.0,,8.0,,2.0,52.0,28.0,9.0,4,2.0,3.0,4.0,,,28.0,3.0,,10.0,26.0,7.0,54.0,,1.0,,,4.0,1.0,,,,,,,,,
925,12.0,17.0,21.0,,6.0,37.0,25.0,17.0,4,3.0,16.0,8.0,3.0,,78.0,1.0,1.0,30.0,42.0,20.0,50.0,2.0,7.0,1.0,1.0,8.0,2.0,,,1.0,1.0,,,,,
926,11.0,,1.0,2.0,1.0,27.0,21.0,,5,5.0,3.0,1.0,,,71.0,1.0,1.0,6.0,21.0,3.0,28.0,,,,,7.0,,,,,,,,,,
927,9.0,5.0,16.0,1.0,1.0,13.0,24.0,8.0,5,,2.0,,1.0,5.0,35.0,,,11.0,13.0,5.0,13.0,,10.0,,,11.0,,,,,1.0,,,,,
928,4.0,1.0,6.0,,1.0,26.0,6.0,4.0,5,3.0,3.0,8.0,,1.0,11.0,,,5.0,15.0,1.0,22.0,,1.0,,,5.0,,,,,,,,,,
929,13.0,1.0,2.0,,4.0,22.0,24.0,5.0,5,20.0,17.0,5.0,4.0,7.0,43.0,5.0,,17.0,25.0,17.0,28.0,,1.0,,,2.0,,,,,,,,,,
930,3.0,5.0,20.0,,,17.0,9.0,3.0,5,,3.0,3.0,,3.0,12.0,,10.0,6.0,25.0,8.0,26.0,1.0,,,,4.0,,,,,,,,,,
931,4.0,7.0,4.0,,1.0,49.0,22.0,1.0,5,5.0,1.0,,,,38.0,,,6.0,34.0,24.0,11.0,,5.0,,,1.0,1.0,,,,,,,,,
932,4.0,3.0,3.0,,1.0,23.0,17.0,15.0,5,2.0,10.0,,,,53.0,3.0,,4.0,37.0,10.0,20.0,,,,,5.0,,,,1.0,,,,,,
933,11.0,,1.0,2.0,1.0,27.0,21.0,,5,5.0,3.0,1.0,,,62.0,1.0,1.0,6.0,30.0,3.0,28.0,,,,,7.0,,,,,,,,,,
934,18.0,1.0,2.0,8.0,1.0,29.0,19.0,1.0,5,4.0,1.0,11.0,2.0,,38.0,,,19.0,38.0,,32.0,1.0,,,,10.0,9.0,1.0,,,,,,,,
935,12.0,8.0,3.0,5.0,5.0,44.0,4.0,18.0,5,1.0,,,5.0,10.0,21.0,2.0,,15.0,45.0,5.0,19.0,,1.0,,,1.0,6.0,,,,,,,,,
936,11.0,,6.0,,1.0,29.0,2.0,13.0,5,3.0,3.0,6.0,3.0,,40.0,4.0,,12.0,40.0,5.0,24.0,,3.0,,1.0,8.0,,,,,5.0,,,,,
937,7.0,,5.0,,6.0,9.0,11.0,1.0,5,3.0,,,1.0,,14.0,,,22.0,17.0,9.0,13.0,3.0,,,,7.0,,,,,,,,,,
938,9.0,5.0,15.0,1.0,1.0,14.0,23.0,8.0,5,,2.0,,1.0,5.0,31.0,,,11.0,14.0,5.0,11.0,,10.0,,,11.0,,,,,1.0,,,,,
939,,1.0,13.0,,,5.0,36.0,2.0,5,,15.0,,,,24.0,,,44.0,8.0,9.0,1.0,,12.0,,,1.0,,,1.0,,,,,,,
940,26.0,2.0,10.0,,3.0,33.0,13.0,1.0,5,,1.0,2.0,2.0,,33.0,,,2.0,29.0,12.0,32.0,1.0,,,4.0,8.0,1.0,,,,,,,,,
941,7.0,6.0,5.0,,,26.0,8.0,7.0,5,1.0,2.0,4.0,,,14.0,,,14.0,74.0,11.0,7.0,,,,,,,,,,,,,,,
942,4.0,17.0,4.0,,,28.0,19.0,13.0,5,4.0,6.0,4.0,,,52.0,,,26.0,60.0,5.0,29.0,,,1.0,,6.0,17.0,2.0,,,,,,,,
943,30.0,,,,,11.0,12.0,13.0,5,,1.0,2.0,,,30.0,22.0,,18.0,40.0,8.0,9.0,,,,,1.0,,,,,,,,,,
944,53.0,6.0,2.0,,,25.0,14.0,6.0,5,4.0,2.0,2.0,,9.0,22.0,,,24.0,42.0,1.0,46.0,,3.0,,,1.0,,,,,,,,,,
945,16.0,3.0,8.0,,1.0,17.0,45.0,9.0,5,5.0,1.0,,2.0,2.0,146.0,10.0,1.0,11.0,51.0,9.0,22.0,2.0,4.0,,,4.0,,,1.0,,,,,,,
946,26.0,1.0,23.0,,4.0,7.0,27.0,24.0,5,5.0,1.0,4.0,20.0,4.0,122.0,,,28.0,83.0,4.0,6.0,,2.0,,1.0,1.0,,1.0,,,,,,,,
947,2.0,16.0,27.0,,3.0,7.0,18.0,10.0,5,,7.0,1.0,,2.0,42.0,1.0,1.0,34.0,50.0,16.0,6.0,,1.0,,,2.0,,,,,,,,,,
948,1.0,7.0,,,1.0,9.0,33.0,6.0,5,6.0,,,,,75.0,,,2.0,38.0,13.0,4.0,,2.0,,,,,,,,1.0,,,,,
949,15.0,4.0,11.0,,,9.0,30.0,4.0,5,3.0,4.0,1.0,2.0,,120.0,4.0,5.0,1.0,50.0,3.0,13.0,,2.0,,,2.0,,,,,,,,,,
950,21.0,,5.0,,,19.0,32.0,5.0,5,10.0,7.0,2.0,1.0,,65.0,2.0,,6.0,46.0,2.0,14.0,,1.0,,,6.0,,,,,,,,,,
951,23.0,3.0,8.0,,1.0,19.0,47.0,9.0,5,9.0,2.0,,4.0,2.0,153.0,12.0,2.0,10.0,74.0,8.0,22.0,1.0,4.0,,,3.0,,,,,,,,,,
952,39.0,2.0,6.0,,,33.0,37.0,9.0,5,7.0,1.0,2.0,1.0,,110.0,,,11.0,54.0,5.0,15.0,,1.0,,,4.0,,,,,,,,,,
953,4.0,,9.0,,,11.0,29.0,5.0,5,5.0,,,1.0,,95.0,8.0,,3.0,41.0,7.0,6.0,,1.0,1.0,,1.0,,,,,,,,,,
954,6.0,14.0,9.0,,,37.0,30.0,21.0,5,7.0,,,,,22.0,,,5.0,28.0,6.0,61.0,,6.0,,,5.0,,,,,,,,,,
955,6.0,16.0,8.0,,,24.0,38.0,25.0,5,8.0,,,,,41.0,,,4.0,43.0,8.0,36.0,,6.0,,,4.0,,,,,,,,,,
956,1.0,7.0,,,1.0,9.0,33.0,6.0,5,6.0,,,,,75.0,,,2.0,38.0,13.0,4.0,,2.0,,,,,,,,1.0,,,,,
957,1.0,1.0,5.0,,2.0,10.0,19.0,2.0,5,2.0,2.0,,,,45.0,,,5.0,24.0,6.0,6.0,,,,,2.0,2.0,1.0,,,,,,,,
958,14.0,,3.0,,1.0,23.0,31.0,9.0,5,31.0,1.0,,,,43.0,,,6.0,31.0,42.0,20.0,,,,,6.0,,,,,,,,1.0,,
959,10.0,2.0,2.0,,,11.0,21.0,1.0,5,8.0,,,,,55.0,,,3.0,46.0,5.0,10.0,,1.0,,,4.0,,,,,3.0,,,,,
960,5.0,2.0,7.0,,,11.0,12.0,4.0,5,,,4.0,2.0,,18.0,1.0,,22.0,22.0,4.0,10.0,2.0,,,,2.0,,,,,,,,,,
961,1.0,1.0,14.0,1.0,1.0,4.0,46.0,4.0,5,,,,,,90.0,,,,40.0,1.0,5.0,,2.0,,,,,,,,,,,,,
962,5.0,2.0,8.0,,1.0,8.0,26.0,7.0,5,,,,3.0,,32.0,,,5.0,9.0,18.0,10.0,1.0,7.0,,1.0,3.0,,,,,,,,,,
963,1.0,,,,,12.0,17.0,1.0,5,2.0,,,,,73.0,,,11.0,51.0,20.0,10.0,14.0,8.0,,,7.0,,,,5.0,2.0,,,,,
964,14.0,6.0,13.0,,3.0,6.0,21.0,6.0,5,6.0,,3.0,1.0,,41.0,1.0,3.0,22.0,57.0,10.0,1.0,,2.0,,,3.0,,,,,,,,,,
965,4.0,,9.0,,,11.0,29.0,5.0,5,5.0,,,1.0,,95.0,8.0,,3.0,41.0,7.0,6.0,,1.0,1.0,,1.0,,,,,,,,,,
966,26.0,3.0,34.0,,,9.0,57.0,4.0,5,1.0,2.0,1.0,2.0,,118.0,2.0,2.0,1.0,84.0,3.0,10.0,,12.0,,,2.0,,,,,,,,,,
967,,,8.0,,3.0,23.0,25.0,3.0,5,7.0,,,,,54.0,,,25.0,18.0,14.0,27.0,,,,,7.0,,,,,1.0,,,,,1.0
968,39.0,2.0,6.0,,,33.0,37.0,9.0,5,7.0,1.0,2.0,1.0,,110.0,,,11.0,54.0,5.0,15.0,,1.0,,,4.0,,,,,,,,,,
969,6.0,14.0,9.0,,,37.0,30.0,21.0,5,7.0,,,,,22.0,,,5.0,28.0,6.0,61.0,,6.0,,,5.0,,,,,,,,,,
970,14.0,,3.0,,1.0,23.0,31.0,9.0,5,31.0,1.0,,,,43.0,,,6.0,31.0,42.0,20.0,,,,,6.0,,,,,,,,1.0,,
971,20.0,2.0,2.0,,2.0,6.0,10.0,1.0,5,1.0,3.0,7.0,1.0,,29.0,1.0,,13.0,28.0,4.0,,,2.0,,,,,,,,,,,,,
972,1.0,3.0,3.0,,4.0,2.0,14.0,2.0,5,,5.0,5.0,,,23.0,,,17.0,33.0,2.0,3.0,,1.0,,,,1.0,,,,,,,,,
973,4.0,6.0,1.0,,4.0,4.0,23.0,6.0,5,8.0,2.0,6.0,,,38.0,,,9.0,20.0,11.0,4.0,1.0,1.0,,,1.0,,,,,,,,,,
974,,14.0,5.0,,3.0,13.0,25.0,4.0,5,1.0,1.0,7.0,,,57.0,,,2.0,27.0,4.0,12.0,,2.0,,,,,,,,,,,,,
975,1.0,14.0,10.0,,2.0,8.0,16.0,4.0,5,3.0,,8.0,,,23.0,,,6.0,21.0,18.0,7.0,2.0,,,,4.0,,,,,,,,,,
976,10.0,2.0,4.0,,1.0,12.0,10.0,5.0,5,,,8.0,8.0,,13.0,,,5.0,18.0,4.0,24.0,1.0,,,,2.0,,,,,,,,,,
977,2.0,3.0,11.0,,1.0,10.0,18.0,3.0,5,2.0,1.0,10.0,,,24.0,,,18.0,11.0,10.0,16.0,1.0,,,,3.0,1.0,,,,1.0,,,,,
978,6.0,7.0,2.0,,3.0,4.0,12.0,3.0,5,2.0,2.0,7.0,,,24.0,1.0,,3.0,36.0,6.0,,,1.0,,,2.0,1.0,,,,,,,,,
979,8.0,1.0,4.0,,,9.0,10.0,4.0,5,4.0,2.0,6.0,,,33.0,,,10.0,54.0,3.0,8.0,,2.0,,,,1.0,,,,,,,,,
980,21.0,7.0,1.0,,7.0,4.0,12.0,7.0,5,4.0,,4.0,3.0,,29.0,1.0,,2.0,25.0,5.0,12.0,,,1.0,,6.0,,,,2.0,,,,,,
981,15.0,2.0,1.0,,4.0,32.0,8.0,14.0,5,3.0,5.0,,2.0,,33.0,5.0,,1.0,12.0,15.0,18.0,,,,4.0,,,,,,,,,,,
982,,,5.0,,,,33.0,,5,1.0,,,,,27.0,,,,,,,,,,,,,,,,,,,,,
983,9.0,12.0,1.0,,,14.0,15.0,12.0,5,,3.0,5.0,2.0,,21.0,2.0,,7.0,17.0,8.0,19.0,,2.0,,,,,,,,,,,1.0,,
984,20.0,,11.0,,11.0,10.0,10.0,1.0,5,,,,,,20.0,,,,17.0,,10.0,,,,,,,,,,,,,,,
985,6.0,,2.0,,1.0,23.0,2.0,11.0,5,2.0,6.0,6.0,,,47.0,,2.0,12.0,40.0,4.0,21.0,3.0,,,,2.0,8.0,,,,,,,,,
986,5.0,,14.0,,,9.0,9.0,11.0,5,,6.0,2.0,2.0,,34.0,3.0,,2.0,72.0,2.0,11.0,3.0,2.0,,,6.0,,,,,,,,,,
987,17.0,,12.0,,2.0,37.0,48.0,18.0,5,6.0,18.0,7.0,,4.0,94.0,1.0,,14.0,76.0,13.0,18.0,,4.0,,1.0,1.0,,1.0,1.0,,,,,,,
988,31.0,1.0,14.0,,1.0,62.0,52.0,26.0,5,1.0,3.0,9.0,1.0,10.0,67.0,3.0,,24.0,71.0,12.0,83.0,,5.0,,,2.0,2.0,2.0,,,1.0,,,,,
989,4.0,,1.0,,,12.0,16.0,4.0,5,6.0,,1.0,,1.0,30.0,,,16.0,33.0,7.0,8.0,,,,,6.0,,1.0,,,,,,,,
990,2.0,,4.0,,2.0,30.0,12.0,,5,18.0,,,,,21.0,,,10.0,9.0,11.0,24.0,,,,,4.0,,,,,,,,,,
991,8.0,21.0,7.0,,,8.0,,4.0,5,4.0,,,3.0,9.0,28.0,4.0,,8.0,22.0,4.0,8.0,,30.0,,,2.0,,,,,,,,,,
992,1.0,8.0,8.0,,,7.0,14.0,,5,9.0,1.0,,,,30.0,,,3.0,25.0,15.0,25.0,,6.0,,,4.0,,,,,,,,,,
993,6.0,,12.0,,,9.0,13.0,3.0,5,,1.0,,,,10.0,,,,32.0,3.0,13.0,1.0,,,,2.0,,,,1.0,,,,,,
994,7.0,12.0,21.0,,4.0,5.0,29.0,11.0,5,1.0,6.0,2.0,3.0,,53.0,1.0,,15.0,23.0,18.0,4.0,1.0,,,,3.0,2.0,,,,,,,3.0,,
995,7.0,12.0,21.0,,4.0,5.0,29.0,11.0,5,1.0,6.0,2.0,3.0,,53.0,1.0,,15.0,23.0,18.0,4.0,1.0,,,,3.0,2.0,,,,,,,3.0,,
996,10.0,10.0,13.0,,8.0,6.0,36.0,7.0,5,2.0,2.0,,1.0,,74.0,,,14.0,31.0,8.0,4.0,10.0,7.0,,,2.0,1.0,1.0,,,,,,,,
997,5.0,1.0,7.0,,2.0,4.0,7.0,,5,,,,,,22.0,,,3.0,8.0,3.0,7.0,,,,,2.0,,,,,,,,3.0,,
998,5.0,1.0,7.0,,2.0,4.0,7.0,,5,,,,,,22.0,,,3.0,8.0,3.0,7.0,,,,,2.0,,,,,,,,3.0,,
999,8.0,21.0,7.0,,,8.0,,4.0,5,4.0,,,3.0,9.0,28.0,4.0,,8.0,22.0,4.0,8.0,,30.0,,,2.0,,,,,,,,,,
1000,7.0,2.0,2.0,,,6.0,7.0,1.0,5,,3.0,,6.0,1.0,26.0,1.0,,4.0,16.0,4.0,7.0,,,,,,,,,,,,,,,
1001,6.0,5.0,10.0,,2.0,18.0,17.0,15.0,5,5.0,3.0,1.0,,,54.0,1.0,,4.0,30.0,8.0,19.0,,1.0,2.0,,4.0,1.0,,,,,,,,,
1002,1.0,1.0,1.0,,,4.0,7.0,2.0,5,6.0,,1.0,,,18.0,,,4.0,13.0,2.0,5.0,1.0,,,,2.0,,,,,1.0,,,,,
1003,2.0,,1.0,,,1.0,5.0,3.0,5,,1.0,,,,46.0,,,3.0,29.0,1.0,2.0,,,,,,,,,,,,,,,
1004,4.0,7.0,3.0,,,11.0,8.0,2.0,5,1.0,,,,2.0,7.0,,,2.0,9.0,2.0,7.0,1.0,1.0,,1.0,,1.0,,,,,,,,,
1005,9.0,3.0,1.0,1.0,3.0,20.0,15.0,5.0,5,5.0,,,,5.0,30.0,4.0,,11.0,7.0,6.0,9.0,2.0,6.0,,,,,,,,,,,,,
1006,,,,,,,35.0,,5,,,,,,19.0,,,,12.0,,,,,,,,,,,,,,,,,
1007,4.0,2.0,11.0,,9.0,25.0,37.0,31.0,5,10.0,7.0,2.0,,1.0,115.0,1.0,,14.0,48.0,13.0,21.0,,2.0,,2.0,,1.0,,,,,,,,,1.0
1008,14.0,10.0,6.0,,,25.0,44.0,7.0,5,6.0,3.0,,,,95.0,1.0,,9.0,72.0,33.0,12.0,6.0,2.0,3.0,,5.0,2.0,,,,,,,,,
1009,5.0,7.0,3.0,,,14.0,37.0,6.0,5,5.0,,,,1.0,71.0,,,11.0,64.0,7.0,16.0,,3.0,,,1.0,,1.0,,,,,,,,
1010,5.0,7.0,3.0,,,14.0,37.0,6.0,5,5.0,,,,1.0,71.0,,,11.0,64.0,7.0,16.0,,3.0,,,1.0,,1.0,,,,,,,,
1011,31.0,8.0,3.0,,,20.0,26.0,7.0,5,4.0,2.0,,,1.0,44.0,2.0,,12.0,67.0,6.0,49.0,,3.0,,,1.0,,,,,,,,,,
1012,5.0,3.0,2.0,,,3.0,22.0,1.0,5,3.0,1.0,,,,36.0,3.0,,2.0,36.0,4.0,2.0,,1.0,,,1.0,,3.0,,,,,,1.0,,
1013,12.0,2.0,1.0,,2.0,18.0,24.0,1.0,5,1.0,3.0,,,2.0,25.0,1.0,,5.0,11.0,13.0,11.0,,1.0,,1.0,2.0,,,,,1.0,,,,,
1014,3.0,7.0,12.0,,2.0,18.0,25.0,11.0,5,3.0,6.0,1.0,,,54.0,,,3.0,19.0,11.0,17.0,,1.0,,,2.0,1.0,,,,,,,,,
1015,5.0,1.0,2.0,,,11.0,5.0,3.0,5,2.0,,1.0,,,25.0,1.0,,1.0,33.0,4.0,2.0,,1.0,,,,,,,,,,,,,
1016,3.0,,5.0,,1.0,13.0,16.0,6.0,5,3.0,9.0,,,,30.0,,,52.0,48.0,9.0,5.0,2.0,1.0,,,,,,,,,,,,,
1017,7.0,9.0,11.0,,1.0,32.0,12.0,25.0,5,3.0,,1.0,,,27.0,2.0,,11.0,30.0,4.0,25.0,,,,,9.0,,,,,,,,,,
1018,12.0,15.0,23.0,,,4.0,14.0,13.0,5,9.0,,2.0,3.0,1.0,48.0,1.0,,16.0,65.0,4.0,26.0,1.0,,,1.0,,,,,,,,,,,
1019,13.0,6.0,6.0,,1.0,15.0,21.0,8.0,5,3.0,,5.0,10.0,3.0,35.0,,,12.0,38.0,8.0,16.0,,1.0,,,3.0,,,,,,,,,,
1020,13.0,14.0,6.0,,,11.0,9.0,14.0,5,2.0,2.0,5.0,,,17.0,2.0,,7.0,18.0,2.0,21.0,,,,,6.0,,,,,,,,,,
1021,11.0,7.0,6.0,,2.0,28.0,36.0,14.0,5,1.0,1.0,2.0,2.0,,74.0,3.0,29.0,15.0,82.0,5.0,16.0,7.0,1.0,,,2.0,,1.0,,,,,,,,
1022,11.0,9.0,11.0,,3.0,23.0,26.0,4.0,5,3.0,3.0,4.0,,,65.0,,,17.0,46.0,10.0,19.0,,1.0,,,2.0,2.0,,1.0,,1.0,,,,,
1023,11.0,9.0,11.0,,3.0,23.0,26.0,5.0,5,3.0,3.0,4.0,,,65.0,,,17.0,48.0,10.0,19.0,,1.0,,,2.0,2.0,,1.0,,1.0,,,,,
1024,20.0,16.0,16.0,,4.0,33.0,38.0,7.0,5,5.0,6.0,5.0,4.0,,73.0,1.0,,15.0,56.0,15.0,38.0,5.0,4.0,,2.0,2.0,1.0,,,,,,,,,
1025,5.0,4.0,1.0,,,3.0,15.0,1.0,5,2.0,,14.0,1.0,1.0,46.0,,,3.0,38.0,21.0,5.0,,,,,1.0,,,,,,,,,,
1026,14.0,,,,4.0,8.0,7.0,2.0,5,,14.0,2.0,,,36.0,,7.0,8.0,40.0,,3.0,2.0,2.0,,,2.0,,,,,,,,,,
1027,,,,,,22.0,5.0,5.0,5,,2.0,,,,18.0,,,,13.0,1.0,22.0,,,,,,,,,,,,,,,
1028,9.0,5.0,5.0,1.0,12.0,30.0,16.0,4.0,5,2.0,2.0,1.0,3.0,1.0,18.0,,,31.0,19.0,3.0,33.0,5.0,1.0,,,3.0,,,,,,,,,,
1029,28.0,,7.0,,2.0,5.0,14.0,3.0,5,4.0,2.0,,3.0,2.0,28.0,,,22.0,43.0,5.0,7.0,,2.0,,,,1.0,,,,,,,,,
1030,3.0,5.0,8.0,1.0,3.0,8.0,10.0,9.0,5,2.0,,2.0,2.0,1.0,13.0,,1.0,8.0,24.0,2.0,15.0,,1.0,,,3.0,2.0,,,,,,,,,
