,VB,VBG,VBD,RBR,VBN,VBP,JJ,IN,VBZ,DT,CD,MD,RP,NN,TO,UH,RB,NNP,NNS,PRP,WRB,PRP$,CC,WP,JJR,NNPS,JJS,$,FW,PDT,WDT,WP$,RBS,POS,EX
5,7,34,7,1,3,18,14,14,3,4,8,,,17,2,,14,36,6,15,,3,4,,1,,,,,,,,,,
5,3,,3,,1,8,13,8,,,,,1,36,1,,5,23,13,5,1,4,8,,1,,,,,,,,,,
5,7,6,3,,2,14,15,1,2,2,2,2,1,55,1,6,3,48,,13,,,2,,,,1,,,,,,,,
5,16,12,6,,4,12,14,4,4,2,4,,6,36,,,26,40,8,14,,4,2,,,,,,,,,,,,
5,1,2,18,,2,7,,5,,,4,1,,41,,,1,30,3,23,1,,8,,1,,,,,,,,,,
5,4,2,7,,8,34,11,1,1,,,1,1,16,1,1,29,5,1,39,2,1,9,,,,,,,,,,,,
5,5,5,8,,1,5,3,9,,,10,,,23,2,,1,19,1,5,,,1,,,,,,,,,,,,
5,15,,6,,1,7,8,3,4,3,1,,1,43,3,,10,20,7,7,1,1,5,,,,,,,,,,,,
5,21,6,4,,7,8,2,72,,,4,2,2,17,,,6,32,6,27,2,,,,,,,,,,,,,,
1,8,14,15,,3,38,34,11,2,6,9,3,,94,1,,14,45,22,28,,2,15,,,1,,,,,,,,,
1,6,9,14,,7,19,20,,3,1,7,,2,42,,,7,22,18,21,2,3,11,,2,,,,,,,,,,
1,18,3,5,,3,21,22,10,,1,2,12,1,23,,,15,19,7,26,,,3,,1,,,,,,,,,,
1,15,13,4,1,14,25,29,29,2,2,1,2,,110,,,13,72,10,11,,2,10,,,,1,,,,,,,,
1,6,14,13,1,,12,25,2,1,1,,,,28,1,,8,18,10,23,2,,4,,1,,,,,,,,,,
1,7,9,31,,2,11,26,7,1,1,2,1,,63,,,15,49,7,25,,2,6,,1,,,,,,,,,,
1,2,6,7,,,22,9,6,1,,4,1,,31,,,6,17,7,19,,,8,,6,,,,,,,,,,
1,17,22,10,,5,34,53,2,12,3,3,1,,80,5,,25,34,24,28,1,1,10,,,,1,,,,,,,,
1,2,6,12,1,2,34,27,17,7,9,2,,,64,,4,5,34,23,25,,1,6,,,,1,,,,,,,,
1,14,13,9,,5,18,14,7,6,4,,6,,99,,,9,28,15,22,,2,19,,,,,,,,,,,,
1,9,7,12,,,9,3,9,,1,1,3,,29,,,6,19,6,18,,4,,,1,,1,,,,,,,,
1,1,4,18,,3,13,8,1,4,4,,,1,41,,1,11,23,13,12,2,1,3,,,1,,,,,,,,,
1,9,10,9,,2,7,16,8,2,,1,2,1,44,,,7,54,10,10,,1,1,,,,,,4,,,,,,
1,13,7,14,1,,22,12,8,1,1,,7,2,49,,,26,97,23,30,,2,13,,1,,,,1,,,,,,
1,7,6,20,,3,9,14,8,2,1,8,1,3,48,3,,2,39,8,35,1,,6,,,,,,,,,,,,
1,12,1,15,,2,16,18,8,3,,,2,1,46,,,12,19,14,24,,1,9,1,,,,,,,,,,,
1,3,2,12,,1,12,22,1,1,1,3,,,28,,,11,28,19,11,,4,,,,,,,,,,,,,
1,4,13,3,,3,17,25,13,7,1,2,2,,68,3,,16,28,18,18,,5,2,4,,,,,,,,,,,
1,16,,6,,,21,27,17,3,6,2,3,1,57,3,,8,14,5,22,6,10,8,,3,,,,,,,,,,
1,6,,10,,1,43,14,6,,,2,,,36,,,9,18,6,32,1,,4,,,,9,,,,,,,,
1,7,5,10,,,41,9,7,11,5,4,5,,25,,,13,18,15,43,,3,5,1,,1,,,,,2,,,,
1,3,11,14,,4,7,3,2,3,3,32,1,1,74,,,5,24,4,18,2,4,3,,,,,,,,,,,,
1,1,13,1,,1,20,20,5,1,,2,,,46,,,5,9,14,11,6,1,6,2,,,20,,,,,,,,1
1,6,1,21,,8,6,16,5,8,4,16,,1,27,3,,14,26,17,17,,,1,,,3,,,,,,,,,
1,12,8,1,,1,13,20,3,,1,2,,,25,3,,10,7,5,12,,3,3,,,,,,,,,,,,
1,1,9,5,,2,26,15,9,,3,2,,,39,,,14,27,9,27,,,13,,,,2,,,,,,,,
1,2,5,5,,,9,8,1,7,1,1,,,19,2,,6,35,8,11,,1,2,1,,,,,,,,,,,1
1,16,4,5,,14,30,37,19,1,3,2,,1,74,3,,16,27,8,32,,2,6,3,,,2,,,,,,,,
1,16,1,2,,9,7,5,4,1,,,,,31,,,7,10,6,6,,,5,17,,,,,,,,,,,
1,40,1,,,,5,1,1,1,,4,11,,5,12,,1,13,5,15,,,5,8,,,,,,,,,,,
1,7,3,7,,3,28,23,2,6,6,2,2,1,28,,,14,19,7,28,,2,9,,,,,,,,,,,,
1,30,9,22,,,27,38,6,3,3,16,1,,25,26,,11,59,1,47,,,3,,1,,1,,2,,,,,,
1,1,12,9,,,15,19,13,1,1,5,,,34,,,6,28,15,14,,1,13,2,3,,,,,,,,,,
1,7,1,3,,,1,12,3,2,13,1,2,4,19,,,5,3,1,2,,,1,1,,,,,,,,,,,1
1,11,4,7,,,8,7,1,1,,2,2,3,14,,,12,24,7,9,,2,1,,,,,,,,,,,,
1,4,8,2,,1,8,12,3,2,3,3,,,9,,,9,31,5,8,,,2,,,,,,,,,,,,
1,6,3,10,,,22,6,10,2,,2,3,,37,,,4,27,14,27,3,10,4,,1,2,,,,,,,,,
1,2,1,11,,2,24,34,13,2,2,5,,1,175,,,21,80,2,30,,3,10,,,,,,,,,,,,
1,6,17,3,,1,36,18,7,1,5,3,,,12,,,8,25,4,36,,,3,,,1,,,,,,,,,
1,18,1,13,,1,14,6,3,6,8,21,7,1,50,,1,13,28,3,29,,1,6,,,,,,,,,,,,
1,5,10,,,,8,7,4,3,30,5,,,19,,,14,19,1,9,1,1,1,,,,,,,,,,,,8
1,3,5,3,,,24,15,33,4,2,2,2,1,28,,,25,39,5,13,,2,,,,,,,,,,,,,
1,4,10,,,,22,4,2,3,2,2,,2,25,,,2,38,7,26,,3,5,,,,,,,,,,,,
1,5,3,7,,,5,12,9,,2,2,,,43,2,,18,19,,12,,,9,,1,,,,,,,,,,
